Wall time,Step,Value
1567138918.299497,304,2.548290491104126
1567138920.332059,688,2.457789421081543
1567138920.572636,736,2.44765305519104
1567138921.454547,912,2.444307565689087
1567138922.682175,1152,2.492917537689209
1567138922.9398851,1200,2.1938157081604004
1567138924.609368,1520,2.3674983978271484
1567138929.386382,2496,2.010436534881592
1567138929.619829,2544,1.6960893869400024
1567138930.3130162,2688,2.0836615562438965
1567138935.156924,3680,1.5477182865142822
1567138935.543307,3760,2.259909152984619
1567138937.1973,4096,1.1506510972976685
1567138937.5831711,4176,2.1386196613311768
1567138938.135238,4288,2.1954379081726074
1567138938.584789,4384,2.511634588241577
1567141102.579969,4925,1.9314548969268799
1567141102.804749,4957,1.92607581615448
1567141103.713054,5085,1.1875636577606201
1567141106.86109,5549,1.1142162084579468
1567141109.176595,5869,1.4295623302459717
1567141115.314395,6733,1.9671827554702759
1567141115.42644,6749,2.1284008026123047
1567141117.678717,7069,1.7945683002471924
1567141119.689732,7357,1.9281516075134277
1567141121.2982552,7581,1.9294795989990234
1567141128.309067,8573,0.9501394033432007
1567141131.422123,9005,2.2043161392211914
1567141133.2305799,9261,1.6879242658615112
1567141133.983262,9373,1.6207325458526611
1567141134.0941749,9389,1.2277413606643677
1567141157.824354,9898,2.490449905395508
1567141159.449132,10122,2.2946372032165527
1567141160.3486562,10250,1.7593586444854736
1567141160.922007,10330,2.2316200733184814
1567141161.138467,10362,1.8947819471359253
1567141162.505939,10554,1.5259230136871338
1567141163.6483982,10714,1.7153606414794922
1567141168.460712,11402,2.478534698486328
1567141169.361182,11530,1.3168003559112549
1567141170.237188,11658,1.6396245956420898
1567141173.204376,12074,0.8802036046981812
1567141174.2231832,12218,1.5936964750289917
1567141174.7005508,12282,1.3847579956054688
1567141174.918782,12314,2.1945137977600098
1567141176.4666398,12538,1.308122992515564
1567141176.6811311,12570,1.7276393175125122
1567141177.500493,12682,1.689768671989441
1567141178.413975,12810,1.5440266132354736
1567141179.117106,12906,1.52490234375
1567141182.302894,13354,1.6884657144546509
1567141190.5879538,14522,1.4631361961364746
1567141204.904206,15031,1.3136181831359863
1567141205.162858,15079,1.3834707736968994
1567141206.634868,15351,1.4334924221038818
1567141207.4124632,15495,1.2639046907424927
1567141207.500057,15511,1.5114052295684814
1567141208.042975,15607,1.021738052368164
1567141208.1314209,15623,1.2523709535598755
1567141208.5752032,15703,1.1117433309555054
1567141210.160228,15991,1.5981311798095703
1567141210.430711,16039,1.6701277494430542
1567141211.268933,16183,1.4034007787704468
1567141215.54595,16967,1.5676802396774292
1567141215.8114638,17015,1.8780133724212646
1567141216.3162189,17111,1.137576699256897
1567141216.8550909,17207,1.4349054098129272
1567141218.1688519,17447,1.0363829135894775
1567141218.696287,17543,1.857602596282959
1567141219.128635,17623,1.2293682098388672
1567141223.639508,18455,1.1946300268173218
1567141224.112772,18535,1.6747746467590332
1567141224.19739,18551,1.0489535331726074
1567141225.7818618,18839,1.6592116355895996
1567141226.927391,19047,1.6222994327545166
1567141228.069943,19255,1.2589800357818604
1567141241.292531,19844,1.2233097553253174
1567141242.807977,20116,1.1751924753189087
1567141244.565809,20436,1.2112301588058472
1567141247.681643,20996,1.1757829189300537
1567141247.968711,21044,1.488373875617981
1567141249.2192588,21268,1.658211588859558
1567141249.579296,21332,1.3140829801559448
1567141253.825711,22100,1.1051394939422607
1567141254.444491,22212,1.0712096691131592
1567141256.366903,22564,0.8991448879241943
1567141257.449882,22756,1.6630330085754395
1567141258.3320599,22916,1.5330995321273804
1567141261.0409951,23396,1.4454851150512695
1567141262.005661,23572,2.5488243103027344
1567141262.755722,23700,1.1983423233032227
1567141263.2714748,23796,1.2326114177703857
1567141277.172655,24289,1.6045206785202026
1567141277.5121422,24353,1.8779547214508057
1567141279.7469308,24753,0.7258551120758057
1567141281.199722,25009,1.1090610027313232
1567141281.290069,25025,1.7478450536727905
1567141282.611372,25265,1.6445761919021606
1567141282.978337,25329,1.8745012283325195
1567141284.445824,25601,1.0292540788650513
1567141287.5093791,26161,0.9496120810508728
1567141288.226188,26289,1.255990743637085
1567141291.197919,26833,0.8320032358169556
1567141292.030232,26977,2.615586757659912
1567141292.5500329,27073,0.893834114074707
1567141292.988661,27153,1.3612356185913086
1567141293.617292,27265,1.249334454536438
1567141294.424025,27409,1.8174536228179932
1567141295.658914,27633,0.8287662863731384
1567141295.841204,27665,1.3254896402359009
1567141296.096801,27713,1.625380277633667
1567141296.9206111,27857,1.6345417499542236
1567141300.041143,28417,1.719910979270935
1567141302.255574,28801,1.2564204931259155
1567141314.688715,29118,1.0139845609664917
1567141316.4476511,29406,1.8611153364181519
1567141317.277496,29550,1.8885750770568848
1567141318.416407,29758,1.4096012115478516
1567141318.679986,29806,1.5074478387832642
1567141319.393436,29934,1.8238991498947144
1567141322.9229891,30574,1.4996259212493896
1567141324.4177861,30846,1.2384185791015625
1567141325.305575,31006,1.386612892150879
1567141325.619864,31054,1.2830290794372559
1567141327.3950982,31374,0.7700927257537842
1567141328.841631,31630,1.230314016342163
1567141330.567273,31918,0.9557585120201111
1567141331.72224,32110,1.1959471702575684
1567141333.2656069,32382,1.5829479694366455
1567141333.812255,32478,1.2457531690597534
1567141336.0746722,32862,1.3437615633010864
1567141337.277029,33070,1.3268461227416992
1567141337.552922,33118,2.175825595855713
1567141337.6419241,33134,1.33977210521698
1567141338.3628988,33262,1.2196797132492065
1567141338.721237,33326,0.9209098219871521
1567141339.366176,33438,1.151123285293579
1567141344.418166,34203,0.9470846056938171
1567141344.77809,34267,0.8749305009841919
1567141345.39755,34379,1.4944708347320557
1567141346.1984682,34523,1.3390207290649414
1567141348.137055,34875,1.4714040756225586
1567141348.482334,34939,0.9947226643562317
1567141349.2060711,35067,1.034350037574768
1567141349.92944,35195,1.1635072231292725
1567141350.2687,35259,1.3301520347595215
1567141352.011963,35579,0.9784911274909973
1567141352.442139,35659,1.3873558044433594
1567141352.530211,35675,1.0507466793060303
1567141352.969686,35755,1.4506402015686035
1567141354.03343,35947,1.4277691841125488
1567141354.286099,35995,1.2792985439300537
1567141354.72272,36075,1.4156219959259033
1567141356.371573,36379,1.4823263883590698
1567141357.82658,36635,1.7499265670776367
1567141358.699418,36795,1.540889859199524
1567141359.74772,36987,1.632441520690918
1567141362.116815,37403,1.16990065574646
1567141362.91964,37547,1.2793402671813965
1567141366.115082,38107,1.9954724311828613
1567141366.200798,38123,1.9117331504821777
1567141366.372525,38155,1.097398042678833
1567141380.842699,38840,0.9061957001686096
1567141381.588257,38968,1.343538522720337
1567141382.426379,39112,1.3831326961517334
1567141382.6011,39144,1.0990904569625854
1567141383.060269,39224,1.0447907447814941
1567141385.284833,39624,0.7478073835372925
1567141385.3710358,39640,1.7314690351486206
1567141386.251382,39800,0.911470890045166
1567141386.428003,39832,0.9697168469429016
1567141386.936411,39912,1.3209213018417358
1567141388.2381709,40136,1.009211778640747
1567141388.770058,40232,0.8127063512802124
1567141389.567719,40376,1.2317973375320435
1567141390.930225,40616,1.097151517868042
1567141391.46193,40712,0.7618138194084167
