Wall time,Step,Value
1566981847.657747,128,0.7301414608955383
1566981847.7028852,256,0.6810280084609985
1566981847.748203,384,0.6845099925994873
1566981847.794098,512,0.675532341003418
1566981847.842412,640,0.6219068765640259
1566981847.8891242,768,0.631528377532959
1566981847.933852,896,0.6190606951713562
1566981847.9767702,1024,0.5741967558860779
1566981848.022429,1152,0.550225019454956
1566981848.067908,1280,0.5250720977783203
1566981848.112184,1408,0.48895126581192017
1566981848.1551008,1536,0.522391140460968
1566981848.196566,1664,0.46558666229248047
1566981848.238935,1792,0.4652208089828491
1566981848.284299,1920,0.4264768362045288
1566981848.3272479,2048,0.37733447551727295
1566981848.368953,2176,0.37360113859176636
1566981848.4110641,2304,0.3395416736602783
1566981848.457082,2432,0.3464869260787964
1566981848.5011299,2560,0.36924150586128235
1566981848.553694,2688,0.29622653126716614
1566981848.606952,2816,0.327720046043396
1566981848.6525419,2944,0.29787832498550415
1566981848.70133,3072,0.2654650807380676
1566981848.746007,3200,0.30032503604888916
1566981848.787404,3328,0.23867574334144592
1566981848.831273,3456,0.2719114124774933
1566981848.874847,3584,0.25336846709251404
1566981848.918902,3712,0.2535162568092346
1566981848.971929,3840,0.20120270550251007
1566981849.014126,3968,0.215298131108284
1566981849.0550349,4096,0.21576674282550812
1566981849.099585,4224,0.1778426468372345
1566981849.143997,4352,0.18192149698734283
1566981849.1878579,4480,0.13279864192008972
1566981849.23158,4608,0.22806397080421448
1566981849.2724018,4736,0.19297555088996887
1566981849.3144908,4864,0.24995499849319458
1566981849.3593972,4992,0.15808404982089996
1566981849.39964,5120,0.183704674243927
1566981849.441327,5248,0.22815072536468506
1566981849.482362,5376,0.3063998818397522
1566981849.526627,5504,0.24246308207511902
1566981849.569373,5632,0.3004983365535736
1566981849.612898,5760,0.1523098349571228
1566981849.6581252,5888,0.15943054854869843
1566981849.70137,6016,0.16310369968414307
1566981849.74364,6144,0.17637839913368225
1566981849.786454,6272,0.16522344946861267
1566981849.828886,6400,0.19260814785957336
1566981849.875662,6528,0.2177215814590454
1566981849.9165282,6656,0.16310754418373108
1566981849.952418,6701,0.15297460556030273
1566982227.1485708,6701,0.33679816126823425
1566982227.190448,6829,0.22669044137001038
1566982227.2289689,6957,0.2616668939590454
1566982227.267724,7085,0.14478084444999695
1566982227.306562,7213,0.13953809440135956
1566982227.346194,7341,0.1182594746351242
1566982227.389132,7469,0.1051659882068634
1566982227.427757,7597,0.204599067568779
1566982227.466372,7725,0.179984450340271
1566982227.5076869,7853,0.1675722599029541
1566982227.545644,7981,0.1517932415008545
1566982227.589203,8109,0.16293394565582275
1566982227.62961,8237,0.19770844280719757
1566982227.6742752,8365,0.13451842963695526
1566982227.713428,8493,0.16797606647014618
1566982227.756379,8621,0.1740940809249878
1566982227.7943559,8749,0.29351791739463806
1566982227.833927,8877,0.16743597388267517
1566982227.8730729,9005,0.09104777872562408
1566982227.913609,9133,0.20629048347473145
1566982227.952727,9261,0.1850823163986206
1566982228.008982,9389,0.13603341579437256
1566982228.046912,9517,0.19553525745868683
1566982228.0858612,9645,0.19773969054222107
1566982228.125699,9773,0.1408073902130127
1566982228.1679418,9901,0.13923445343971252
1566982228.2068539,10029,0.16397666931152344
1566982228.2472908,10157,0.09687743335962296
1566982228.288832,10285,0.25009286403656006
1566982228.330146,10413,0.21176764369010925
1566982228.368598,10541,0.21169638633728027
1566982228.4096892,10669,0.12403389811515808
1566982228.4487438,10797,0.2293640673160553
1566982228.489698,10925,0.10453929007053375
1566982228.529495,11053,0.15964826941490173
1566982228.574538,11181,0.13540461659431458
1566982228.6182148,11309,0.08462876081466675
1566982228.660259,11437,0.08752793073654175
1566982228.7042089,11565,0.24205675721168518
1566982228.747712,11693,0.11963196098804474
1566982228.785704,11821,0.222580224275589
1566982228.82351,11949,0.09688550233840942
1566982228.8726568,12077,0.23213058710098267
1566982228.9121358,12205,0.1631527543067932
1566982228.9499671,12333,0.15375664830207825
1566982228.987805,12461,0.10867709666490555
1566982229.0253172,12589,0.04961102455854416
1566982229.062318,12717,0.1579652577638626
1566982229.0996711,12845,0.14028236269950867
1566982229.1371598,12973,0.15892241895198822
1566982229.1758358,13101,0.2484791874885559
1566982229.215693,13229,0.12291271239519119
1566982229.255897,13357,0.10469843447208405
1566982229.288739,13402,0.16041558980941772
1566982231.443008,13402,0.16289299726486206
1566982231.488503,13530,0.15873360633850098
1566982231.5307572,13658,0.1548420488834381
1566982231.5711071,13786,0.1540224850177765
1566982231.61459,13914,0.15257099270820618
1566982231.658033,14042,0.1257539987564087
1566982231.700246,14170,0.16626301407814026
1566982231.737786,14298,0.2075764685869217
1566982231.777087,14426,0.17845894396305084
1566982231.820114,14554,0.13252834975719452
1566982231.861088,14682,0.16344380378723145
1566982231.901162,14810,0.20060020685195923
1566982231.944958,14938,0.11299866437911987
1566982231.9846961,15066,0.09634391963481903
1566982232.032749,15194,0.04882315918803215
1566982232.073181,15322,0.21185792982578278
1566982232.111155,15450,0.226925790309906
1566982232.151911,15578,0.11978107690811157
1566982232.189638,15706,0.1344216763973236
1566982232.228585,15834,0.1594971865415573
1566982232.268933,15962,0.13344360888004303
1566982232.3109848,16090,0.11065199971199036
1566982232.352306,16218,0.12314561009407043
1566982232.393069,16346,0.17415550351142883
1566982232.4309928,16474,0.1519053876399994
1566982232.472298,16602,0.12642329931259155
1566982232.513108,16730,0.08809511363506317
1566982232.5525389,16858,0.16015227138996124
1566982232.591868,16986,0.17895281314849854
1566982232.63637,17114,0.23852550983428955
1566982232.6804821,17242,0.1334739327430725
1566982232.719166,17370,0.2303437441587448
1566982232.758315,17498,0.08992934972047806
1566982232.801388,17626,0.11054409295320511
1566982232.842774,17754,0.07784160226583481
1566982232.8829818,17882,0.12399543821811676
1566982232.921131,18010,0.09941036999225616
1566982232.958671,18138,0.07188814878463745
1566982233.002212,18266,0.20190802216529846
1566982233.04054,18394,0.20911215245723724
1566982233.0788102,18522,0.10359001904726028
1566982233.120831,18650,0.2945547103881836
1566982233.1597812,18778,0.2212977260351181
1566982233.1987278,18906,0.15319931507110596
1566982233.239854,19034,0.16885238885879517
1566982233.2773728,19162,0.137317955493927
1566982233.317119,19290,0.2885114550590515
1566982233.358332,19418,0.13035711646080017
1566982233.3960671,19546,0.2080061435699463
1566982233.4414878,19674,0.08875638991594315
1566982233.482201,19802,0.1794586181640625
1566982233.519972,19930,0.12935297191143036
1566982233.559103,20058,0.15883368253707886
1566982233.591276,20103,0.07699458301067352
1566982235.532963,20103,0.1533573716878891
1566982235.594888,20231,0.2390051782131195
1566982235.636472,20359,0.1346421241760254
1566982235.678747,20487,0.12761132419109344
1566982235.719558,20615,0.20606468617916107
1566982235.760611,20743,0.25157275795936584
1566982235.800367,20871,0.08909931778907776
1566982235.84203,20999,0.22545745968818665
1566982235.8810382,21127,0.16442161798477173
1566982235.920898,21255,0.13483038544654846
1566982235.960831,21383,0.140873521566391
1566982235.997709,21511,0.18566769361495972
1566982236.035049,21639,0.08782640844583511
1566982236.0728269,21767,0.12245084345340729
1566982236.113166,21895,0.13425812125205994
1566982236.153682,22023,0.1630711406469345
1566982236.19104,22151,0.11925920099020004
1566982236.233226,22279,0.11757698655128479
1566982236.271233,22407,0.11637143790721893
1566982236.309557,22535,0.14814305305480957
1566982236.347137,22663,0.234798401594162
1566982236.389062,22791,0.17973673343658447
1566982236.4296992,22919,0.12702077627182007
1566982236.467844,23047,0.1674230694770813
1566982236.5056589,23175,0.18691657483577728
1566982236.546376,23303,0.06113383173942566
1566982236.588586,23431,0.15739668905735016
1566982236.627914,23559,0.07638271898031235
1566982236.669785,23687,0.12914001941680908
1566982236.7172532,23815,0.11845560371875763
1566982236.75396,23943,0.1359250545501709
1566982236.791469,24071,0.061773233115673065
1566982236.831319,24199,0.10210136324167252
1566982236.8695061,24327,0.1793586015701294
1566982236.907445,24455,0.13036805391311646
1566982236.9471161,24583,0.1667155921459198
1566982236.984649,24711,0.13371777534484863
1566982237.022291,24839,0.09882473200559616
1566982237.075689,24967,0.17895901203155518
1566982237.113277,25095,0.2158973217010498
1566982237.15364,25223,0.12211056798696518
1566982237.191159,25351,0.17586557567119598
1566982237.228595,25479,0.0843387246131897
1566982237.26576,25607,0.1726660281419754
1566982237.303285,25735,0.13222503662109375
1566982237.343456,25863,0.09871719777584076
1566982237.387203,25991,0.1644638478755951
1566982237.428921,26119,0.16862750053405762
1566982237.466805,26247,0.1667560636997223
1566982237.504471,26375,0.23061063885688782
1566982237.5424142,26503,0.11290912330150604
1566982237.585471,26631,0.1610374003648758
1566982237.6245341,26759,0.09179304540157318
1566982237.656667,26804,0.18005692958831787
1566982239.490442,26804,0.14699982106685638
1566982239.53159,26932,0.24100661277770996
1566982239.5745091,27060,0.1109590083360672
1566982239.614145,27188,0.14287294447422028
1566982239.652554,27316,0.11797688156366348
1566982239.693005,27444,0.13758157193660736
1566982239.732895,27572,0.10697066783905029
1566982239.7715368,27700,0.12238927185535431
1566982239.812313,27828,0.13653238117694855
1566982239.85624,27956,0.17685548961162567
1566982239.9013782,28084,0.1439351588487625
1566982239.943037,28212,0.2250364124774933
1566982239.982934,28340,0.1320192515850067
1566982240.021141,28468,0.13562002778053284
1566982240.063532,28596,0.15270639955997467
1566982240.104782,28724,0.14541752636432648
1566982240.145779,28852,0.10612387210130692
1566982240.184764,28980,0.22361615300178528
1566982240.225136,29108,0.21550270915031433
1566982240.264178,29236,0.1748161017894745
1566982240.305907,29364,0.12996047735214233
1566982240.3479612,29492,0.14668190479278564
1566982240.389677,29620,0.10411256551742554
1566982240.42852,29748,0.1373174488544464
1566982240.46992,29876,0.1408257633447647
1566982240.512924,30004,0.129691481590271
1566982240.555988,30132,0.1620037704706192
1566982240.6151412,30260,0.15336653590202332
1566982240.656498,30388,0.12044377624988556
1566982240.697651,30516,0.17008724808692932
1566982240.743208,30644,0.19468358159065247
1566982240.786884,30772,0.0516563355922699
1566982240.825496,30900,0.15350604057312012
1566982240.8650649,31028,0.08571669459342957
1566982240.9060512,31156,0.16722291707992554
1566982240.944202,31284,0.12149587273597717
1566982240.985208,31412,0.20767298340797424
1566982241.027061,31540,0.09508410096168518
1566982241.06603,31668,0.12898047268390656
1566982241.107486,31796,0.09203778207302094
1566982241.145301,31924,0.11868062615394592
1566982241.184614,32052,0.12857389450073242
1566982241.226341,32180,0.1297524869441986
1566982241.265546,32308,0.1516951024532318
1566982241.305313,32436,0.09093230217695236
1566982241.350793,32564,0.1366177201271057
1566982241.403782,32692,0.17098918557167053
1566982241.4448152,32820,0.11435143649578094
1566982241.483354,32948,0.15602394938468933
1566982241.522403,33076,0.09939562529325485
1566982241.600564,33204,0.1536591351032257
1566982241.6462898,33332,0.1415768265724182
1566982241.690546,33460,0.15512192249298096
1566982241.7229261,33505,0.1563110500574112
1566982243.7383611,33505,0.1421697735786438
1566982243.7796118,33633,0.1438721865415573
1566982243.8214662,33761,0.20193898677825928
1566982243.8602118,33889,0.1566137820482254
1566982243.898695,34017,0.1469188630580902
1566982243.939755,34145,0.12888118624687195
1566982243.977163,34273,0.1758860945701599
1566982244.018005,34401,0.13110554218292236
1566982244.0555,34529,0.08644909411668777
1566982244.0968041,34657,0.10575281083583832
1566982244.133943,34785,0.07621230185031891
1566982244.1722538,34913,0.14152908325195312
1566982244.213938,35041,0.18856218457221985
1566982244.2518458,35169,0.1963849663734436
1566982244.292562,35297,0.09335978329181671
1566982244.3300831,35425,0.12174534052610397
1566982244.3674922,35553,0.13409452140331268
1566982244.409367,35681,0.21567972004413605
1566982244.45259,35809,0.1541145145893097
1566982244.495069,35937,0.07991127669811249
1566982244.5327091,36065,0.21632161736488342
1566982244.589534,36193,0.1388522982597351
1566982244.63324,36321,0.12885236740112305
1566982244.672433,36449,0.06462590396404266
1566982244.711493,36577,0.09838291257619858
1566982244.752413,36705,0.15294349193572998
1566982244.790739,36833,0.13273221254348755
1566982244.83144,36961,0.14378243684768677
1566982244.87271,37089,0.10794058442115784
1566982244.9154701,37217,0.19247032701969147
1566982244.956546,37345,0.23597830533981323
1566982244.9955468,37473,0.1891900897026062
1566982245.032296,37601,0.09419186413288116
1566982245.072598,37729,0.11469210684299469
1566982245.1091762,37857,0.14085480570793152
1566982245.147514,37985,0.11461974680423737
1566982245.1846678,38113,0.1717897206544876
1566982245.2266629,38241,0.10583312064409256
1566982245.263598,38369,0.1265975832939148
1566982245.301635,38497,0.10381573438644409
1566982245.343402,38625,0.10697316378355026
1566982245.383206,38753,0.09230908751487732
1566982245.4208992,38881,0.157064288854599
1566982245.458605,39009,0.16248677670955658
1566982245.496336,39137,0.18771986663341522
1566982245.5391328,39265,0.05615628510713577
1566982245.5807428,39393,0.1083853468298912
1566982245.6206028,39521,0.13260473310947418
1566982245.658169,39649,0.21922233700752258
1566982245.6972969,39777,0.1436445415019989
1566982245.73534,39905,0.15425987541675568
1566982245.7742789,40033,0.1017424613237381
1566982245.8116748,40161,0.09623865783214569
1566982245.841745,40206,0.1705072522163391
1566982247.895481,40206,0.13814736902713776
1566982247.937838,40334,0.1311107873916626
1566982247.975741,40462,0.18567697703838348
1566982248.0134442,40590,0.12513238191604614
1566982248.051611,40718,0.06876686960458755
1566982248.0896,40846,0.04768655076622963
1566982248.126967,40974,0.10236726701259613
1566982248.1649191,41102,0.16243311762809753
1566982248.210413,41230,0.15367190539836884
1566982248.255308,41358,0.18678510189056396
1566982248.294715,41486,0.1610117256641388
