Wall time,Step,Value
1567138138.499391,304,3.3162505626678467
1567138140.447715,688,2.495723009109497
1567138140.6908731,736,2.8256030082702637
1567138141.5789492,912,3.003739833831787
1567138142.7800379,1152,2.4999094009399414
1567138144.7445571,1520,2.5321474075317383
1567138149.6546078,2496,2.780810832977295
1567138149.895694,2544,2.2668094635009766
1567138150.590164,2688,2.7089967727661133
1567138155.307459,3680,2.6183969974517822
1567138155.6769059,3760,2.3500001430511475
1567138157.264898,4096,2.6320533752441406
1567138158.16518,4288,2.6369481086730957
1567138158.6140711,4384,2.3330702781677246
1567138161.284071,4944,2.8239049911499023
1567138161.438582,4976,2.7390408515930176
1567138162.077077,5104,2.4501919746398926
1567138164.2409658,5568,3.051910638809204
1567138165.728394,5888,2.6517162322998047
1567139541.677665,6734,2.396207332611084
1567139543.3142169,7070,2.4762868881225586
1567139544.744725,7358,2.8104660511016846
1567139545.876885,7582,2.353271007537842
1567139550.660751,8574,2.3127293586730957
1567139552.773968,9006,2.6792914867401123
1567139554.019912,9262,2.2907609939575195
1567139554.543756,9374,2.9031291007995605
1567139554.620956,9390,2.372840166091919
1567139557.174665,9918,2.756868839263916
1567139558.223371,10142,2.6050548553466797
1567139559.197962,10350,2.648853302001953
1567139560.287698,10574,2.7040512561798096
1567139561.046081,10734,2.6347310543060303
1567139564.357578,11422,2.806253671646118
1567139564.980096,11550,2.5086822509765625
1567139565.577148,11678,3.04066801071167
1567139577.131702,12220,2.4831430912017822
1567139577.422189,12284,2.652988910675049
1567139577.579411,12316,2.312363862991333
1567139578.663136,12540,2.37180233001709
1567139578.8240561,12572,2.6345162391662598
1567139579.338322,12684,2.6640520095825195
1567139579.964622,12812,2.2149181365966797
1567139580.4231749,12908,2.346761465072632
1567139582.576278,13356,2.5068154335021973
1567139591.046195,15100,2.302034854888916
1567139592.381695,15372,2.263051986694336
1567139593.078681,15516,1.8750157356262207
1567139593.153572,15532,2.6982531547546387
1567139593.615817,15628,2.480513572692871
1567139594.085994,15724,2.396010398864746
1567139595.5150778,16012,2.5232224464416504
1567139595.764158,16060,2.4118142127990723
1567139596.439753,16204,2.6369025707244873
1567139600.2517471,16988,2.098421812057495
1567139600.498894,17036,2.557082176208496
1567139600.989098,17132,2.539041042327881
1567139601.4487941,17228,2.7689590454101562
1567139602.59603,17468,2.6974759101867676
1567139603.055659,17564,2.5403406620025635
1567139603.438915,17644,2.3157589435577393
1567139616.41255,18458,2.669652223587036
1567139616.8001869,18538,2.1082568168640137
1567139616.873297,18554,2.0556585788726807
1567139618.223855,18842,2.456190824508667
1567139619.199403,19050,2.4434757232666016
1567139623.1404018,19866,1.9310519695281982
1567139624.4134688,20138,2.3431031703948975
1567139628.5636091,21018,2.5413026809692383
1567139628.8048031,21066,1.7004797458648682
1567139629.8622348,21290,2.2181601524353027
1567139630.167388,21354,3.0194218158721924
1567139633.82638,22122,2.474454879760742
1567139634.339349,22234,2.5206286907196045
1567139636.020426,22586,2.197493553161621
1567139636.958205,22778,2.3776190280914307
1567139637.7318091,22938,2.335305690765381
1567139640.0234072,23418,2.096933364868164
1567139640.854205,23594,2.050677537918091
1567139641.444396,23722,2.263247489929199
1567139641.901809,23818,1.9947746992111206
1567139653.1824782,24312,2.8872575759887695
1567139655.441132,24776,1.9959053993225098
1567139656.689078,25032,2.5744993686676025
1567139657.9532192,25288,1.9628188610076904
1567139658.2454898,25352,1.9109280109405518
1567139659.535792,25624,2.1616992950439453
1567139662.227781,26184,2.184147834777832
1567139665.5189388,26856,2.202078342437744
1567139666.279862,27000,2.259054660797119
1567139667.2171462,27176,2.3678112030029297
1567139667.828449,27288,2.609527111053467
1567139668.610401,27432,1.9119782447814941
1567139669.847001,27656,2.0440409183502197
1567139670.018202,27688,2.2104735374450684
1567139670.283199,27736,2.075012683868408
1567139674.227068,28440,2.5097174644470215
1567139678.210428,29160,2.3693480491638184
1567139679.8408241,29448,2.492419958114624
1567139680.6902962,29592,2.3608736991882324
1567139681.893306,29800,2.0781326293945312
1567139682.1715899,29848,2.2973456382751465
1567139682.8937228,29976,2.6241698265075684
1567139696.4098701,30598,2.2042860984802246
1567139697.8621922,30870,1.8797190189361572
1567139698.666259,31030,2.180696964263916
1567139698.916322,31078,2.1543097496032715
1567139700.588056,31398,2.105088710784912
1567139703.389096,31942,1.9008854627609253
1567139704.33903,32134,2.281360626220703
1567139706.1685388,32502,2.6637487411499023
1567139709.149517,33094,2.162400722503662
1567139709.3837829,33142,2.140166759490967
1567139709.464702,33158,1.7925148010253906
1567139710.1653702,33286,2.3351237773895264
1567139710.5577831,33350,1.7748022079467773
1567139711.261336,33462,2.4946060180664062
1567139716.660233,34310,2.493072509765625
1567139717.429285,34422,2.3044068813323975
1567139718.385447,34566,2.032987117767334
1567139720.880403,34918,2.0232362747192383
1567139721.358285,34982,1.8808294534683228
1567139722.243205,35110,1.736519455909729
1567139723.112083,35238,2.035207748413086
1567139723.5346298,35302,2.962953567504883
1567139725.801981,35622,1.9023035764694214
1567139726.378062,35702,1.8589098453521729
1567139726.489825,35718,1.8667538166046143
1567139727.056727,35798,2.306429386138916
1567139728.803481,36038,2.436023235321045
1567139729.395391,36118,1.9992808103561401
1567139755.2250712,36404,2.5388402938842773
1567139756.958457,36660,2.1873745918273926
1567139758.0287528,36820,2.380369186401367
1567139759.349304,37012,2.63704252243042
1567139762.080968,37428,1.9852653741836548
1567139763.0033312,37572,2.4747467041015625
1567139766.5964448,38132,2.1503686904907227
1567139766.7159731,38148,1.8711186647415161
1567139766.9150422,38180,2.2329795360565186
1567139771.347244,38884,2.228307008743286
1567139772.13978,39012,2.396375894546509
1567139773.049001,39156,2.252852439880371
1567139773.242846,39188,2.1783266067504883
1567139773.744977,39268,2.7561893463134766
1567139776.305969,39668,2.190690517425537
1567139776.404272,39684,1.7446379661560059
1567139777.4274628,39844,2.2609715461730957
1567139777.642881,39876,1.7819808721542358
1567139778.137614,39956,2.58013653755188
1567139779.5569081,40180,1.6412049531936646
1567139780.197666,40276,1.6721949577331543
1567139781.118588,40420,2.0922913551330566
1567139782.7039611,40660,1.562880516052246
1567139783.3742652,40756,2.08968186378479
1567139789.29743,41604,2.0415258407592773
1567139819.1643362,42850,2.04185152053833
1567139821.117305,43138,2.239189624786377
1567139825.095165,43730,1.8240740299224854
1567139826.589916,43954,2.116319179534912
1567139830.34131,44514,2.233358144760132
1567139839.265353,45842,2.3349812030792236
1567139841.8351529,46226,2.408661365509033
1567139844.353975,46610,2.2868969440460205
1567139849.256489,47362,2.2685041427612305
1567139850.0922072,47490,2.184849739074707
1567139853.8358579,48066,2.040311813354492
1567139857.135904,48352,2.048021078109741
1567139858.0091069,48480,2.512144088745117
